Time,Load,TotalPower,Diesel,Solar,Wind,RemainingPower,V2G
0.45342325,1.236701174,1.36434329,0.07081277,-0.001187597,1.294718118,0.127642116,1.4188E-06
0.456127931,1.237377116,1.318028658,0.024028723,-0.001208182,1.295208116,0.080651542,1.41915E-06
0.458832612,1.23757589,1.271853676,-0.022167395,-0.001224416,1.295245486,0.034277785,1.41849E-06
0.461537293,1.237409048,1.257932316,-0.035903268,-0.001225796,1.29506138,0.020523268,1.41729E-06
0.464241974,1.237218723,1.286391128,-0.007416628,-0.001211827,1.295019582,0.049172405,1.41635E-06
0.466946654,1.237348191,1.339300248,0.045116998,-0.001192094,1.295375344,0.101952057,1.41628E-06
0.469651335,1.237917306,1.38312573,0.088194272,-0.001179736,1.296111195,0.145208425,1.41712E-06
0.472356016,1.238749638,1.391079506,0.09530701,-0.001182755,1.296955251,0.152329867,1.41829E-06
0.475060697,1.239495362,1.360483206,0.064116511,-0.001198897,1.297565592,0.120987844,1.41903E-06
0.477765377,1.239864688,1.313906498,0.017367924,-0.001217387,1.297755961,0.07404181,1.41887E-06
0.480470058,1.239816271,1.283749144,-0.012638656,-0.001226197,1.297613997,0.043932873,1.41794E-06
0.483174739,1.2395783,1.290781206,-0.005436079,-0.001219954,1.297437238,0.051202906,1.41687E-06
0.48587942,1.239492618,1.330842405,0.034512368,-0.001203291,1.297533327,0.091349787,1.41638E-06
0.488584101,1.239788291,1.378199932,0.08136893,-0.001187564,1.298018566,0.138411641,1.41677E-06
0.491288781,1.240434537,1.402943061,0.105379654,-0.001183251,1.298746657,0.162508524,1.41777E-06
0.493993462,1.241167367,1.390670015,0.092452047,-0.001193105,1.299411073,0.149502648,1.41872E-06
0.497275858,1.241724244,1.342889255,0.044330437,-0.001213903,1.299772721,0.101165011,1.41895E-06
0.500558254,1.241726391,1.304242742,0.005825477,-0.001226388,1.299643653,0.062516351,1.41807E-06
0.50384065,1.24144952,1.311416738,0.013207507,-0.001219869,1.2994291,0.069967218,1.41693E-06
0.507123046,1.24140701,1.358006289,0.059617284,-0.001201371,1.299590376,0.11659928,1.41658E-06
0.510405442,1.241874359,1.40175902,0.102724898,-0.001188643,1.300222765,0.159884661,1.41733E-06
